usuario,seguidores,seguidos,tweets,retweets
MoncasideAlvear,3060,2718,4,0
EmilsedlT84,76,164,1,9
ALEJOLLM,374,824,0,1
goberconsentido,362,246,0,1
ariose2020,430,1310,0,1
mariepeloche,529,254,0,3
Carmencitaroji,204,434,0,1
cedeerse,89,765,0,1
aproema,971,640,1,0
cuadrado_roca,1717,1458,0,1
oidpoidp,4298,1324,2,0
marco_pilpe,40,29,0,1
Pugarsa,3115,1490,0,1
UOCecoempresa,7351,2815,0,4
ThreeMilesofAir,20,31,0,1
MartRaimundo,1441,2303,0,1
ari_stf,94,774,1,0
Chavitalinda201,26,78,0,1
Acuorum,1463,1605,1,0
ErasmusCieza,229,1107,1,1
rubnunez07,43,98,0,1
cgmorcillo,513,370,0,1
scarChavarra2,35,58,0,1
TataluzAr,53,54,0,9
mg_scc,247,709,0,4
WaldirOchoa,6727,2419,0,1
ItayaCabreraLo,204,207,0,11
JuventudODS_RD,644,286,2,0
MedComoVamos,9319,1223,4,0
FUHEM,4255,1810,0,1
sitathecheetah,1318,1514,0,1
Ayto_Sevilla,157147,4458,1,0
angelesbrinon,6856,6166,0,2
CEVAXIN_PTY,57,141,2,0
cavalenzu,3300,5001,0,1
DoradoGabriel,1848,1864,0,5
RC_Espinosa,477,1996,1,0
oscarivanperez,746,226,0,7
DanielM09806499,1,32,0,1
SevillaSabe,219,550,0,1
OjoBlue,5231,5439,0,1
miqueliceta,94883,3986,0,1
Mariaimoc,130,160,0,2
cosmoACCION,141,170,23,0
raivic1310,18,83,0,1
CAVAL1971,59,132,0,1
paumartmora,759,2058,0,1
oaparamo,107,428,0,1
yolandalv11,730,215,0,1
Lorenamp82,2897,1663,0,1
FundacionCepaim,6082,1062,0,1
NadiaVelsquez,63,110,0,1
Daniel_Masso,96,307,0,1
Mardoqueo72,206,472,0,1
GuevaraMontiel,2892,1767,0,1
AlfredoJaimesB4,266,981,0,2
LuisaGonzlez13,1304,2241,0,1
IsmaelCuamatzi,13,59,0,1
minerva_1124,793,1177,0,1
ariel_angeli,323,160,0,1
SustentablCucea,19,137,1,0
Gerargp1,1361,790,0,1
FilosofiaUsal,453,44,0,3
HarteAgustin,225,271,1,0
Auforpa777,126,31,0,1
JomarcsMartin,78,185,0,1
alfredazapata,204,116,0,1
SoguibaONGD,146,411,1,0
JLalvarezcast,340,327,0,1
RedeMuseistica,2084,967,0,3
Joaquin_Va,1924,1375,0,1
RuthGregori,85,84,1,0
BelenGomezAlons,91,201,0,1
cecafpsenado,715,601,0,1
CuevasRamon,3868,987,0,1
DlaLilia,247,683,0,1
tserrap,772,2448,0,1
CooperacionIB,19460,2890,2,13
canvasRSC,1317,1109,6,2
S_RafaelNebrija,142,427,0,2
UNAFamilias,1307,814,0,2
babykinky4u,35,115,0,1
pachamama20161,1800,2975,0,1
juanviperezaras,2712,1609,0,3
todoelcampo,8453,4111,0,1
jai_meg,899,839,0,1
puntosigre,11457,2217,4,0
MET_Nochixtlan,50,16,0,1
Barrazacbf,58,183,0,2
eli_melo_brito,360,504,0,2
eguimauricio,951,1093,0,1
aramayuelas,2350,1404,0,2
gkguerre,15,32,0,1
RECICLADORESYA,1827,908,0,1
ekomodo_,1061,1010,1,0
Proarbol_Col,9505,5261,3,7
publior,200,275,0,1
ffanycienta,170,296,0,3
TomasRegaladoP,613,154,0,1
FelicitasPaz1,174,369,0,1
DrMaryamPaz,793,2094,0,1
RsCcastellon,96,185,1,0
Cristina_Ramoss,266,495,0,1
ManuelSanchezMo,140326,82772,0,1
AOlveira81,471,412,1,0
REDAInfo,64,128,0,2
AngelBeltre19,217,529,0,2
PabloJiii,190,320,0,3
UmuntuUy,248,631,1,0
amparoperis3,51,179,0,1
anammerayo,1610,982,1,0
poiparedes,1017,1262,1,0
BikeRecyclingMX,113,32,2,2
DeYonki,18,86,0,1
RoyoPedro,466,737,0,1
emegas,40,71,0,1
GigantesRadio,29,42,0,1
creformacion,5465,333,0,1
FIDELHIDALGO,497,436,0,1
_Lorena_Martin_,224,183,0,1
eduespinozao,169,267,0,1
Equipo_EcoZanka,183,150,0,1
Entreculturas,25208,5049,2,1
PeiComoVamos,8510,832,1,1
krinavila,206,307,0,1
farmasigras,780,968,0,1
humanismustwin,63,281,1,0
INAIPIRD,7007,1731,1,0
Casaafrica,17663,715,1,0
ruthparticipa,8401,7598,0,2
FuturoLatinoame,562,605,0,4
Neycri,436,1677,0,1
rafacamu,3010,2534,1,2
trebolpf,75,215,0,5
ETCMFSANTIAGO,539,73,0,1
PasMolla,2197,995,0,2
FagundoMiladis,12,81,0,1
ajmorenob,829,2140,0,1
RufusKathleen,4,38,0,1
ClassroomCrafts,2830,1105,2,0
MarixaLasso1,757,201,0,1
SmartlyLive,216,847,4,1
genenmarchalr,421,600,0,1
MaverickTrish,71,427,0,2
AB_Laboratorios,437,272,1,3
irisdioci,3515,4977,0,1
surdelorinoco,861,422,0,1
ComunidadODS,28,117,0,4
Ibervinculacion,225,192,0,1
josefer_juan,12415,5331,0,1
AngelesLoPe27,102,69,0,1
mantulopez,1593,2110,2,0
cdeua,199,142,0,1
cibersur,3612,1445,1,0
Annaishaana,20,98,0,1
DaniellaR1,533,1553,0,1
adrian_aguzman,196,197,0,1
RosaPastor70,40,36,0,1
TaanaMartinez,77,59,0,3
myriamtmpt,475,820,0,2
BelchiAG,719,686,0,1
luis_macua,85,580,0,2
carlafersar,208,338,0,1
ady_bermudez,78,276,0,2
BetsyValMa,90,108,0,2
CatedraCTSmasI,75,153,0,1
pedrajasmarta,1280,659,0,4
LaPazAlcaldia,4982,855,1,0
OctavidelaVarga,501,296,0,1
JanethNorona,113,243,0,2
julian_dangelo,3308,1195,6,14
InterSoftwareCo,4266,717,1,0
m_mcasado,924,1392,0,1
velardemja,82,119,0,1
mespinosareyes,1490,2470,0,2
Karinamazzocco,33653,860,0,1
granada_crece,306,288,0,1
1953Fernandez,22,45,0,1
pepinvaldes,611,1009,0,1
IDEACALIDAD,535,881,0,2
Oscardelaguia,491,609,1,0
Hazloposible,36996,6749,1,1
next_dinosaur,20,468,0,1
euricocampano,2574,4283,0,1
UniversalPanama,82604,91453,0,2
CheviProfe,574,366,0,1
Estrell67715016,454,554,0,1
GraceVasquezP,302,298,0,3
pereiraolmedo,458,427,1,0
RedMalagaClima,425,497,0,1
dimeravila,191,217,0,2
CONNA_ES,7857,945,0,1
biosferard,59,202,0,1
AsistenciaSTI,1,53,0,1
bipedaindomita,212,1230,0,1
Sonam_drolma,151,508,0,1
MoUs3chan,24,108,0,1
adrysilvav,486,814,0,1
ramgal85,818,2399,0,1
JesusBambague,218,894,0,1
Guerra1010A,30,2,0,1
JesusAliTabasco,18144,3255,1,0
SabogalCatalina,109,502,0,1
RocioBravoG,181,239,2,1
datalat,1924,410,0,6
CheloELT,289,485,0,1
Planeamientotuc,837,105,7,0
JuventudUCE,224,210,0,1
PafiloP,60,807,0,1
AndreGFrass,193,590,0,1
kike_pafa,48,145,0,1
los_ods,319,767,0,1
JT_tenancingo,148,74,0,1
LicCarolinaGon1,21,74,0,1
CarlaAntonelli,30247,8504,0,1
HildanaAllegri,19,23,0,1
AlfaDiplomatike,3,55,0,1
sarmiento_ibell,1024,352,0,3
marespe13,629,1163,0,1
Saludes_Ind,20,108,1,0
Vanessa_Mdez,134,386,0,1
Agungfairtrade,895,374,0,1
jandres260,229,165,0,3
CapacitaRSE,19623,2161,23,0
omartinezgBCN,191,312,0,1
FernandoPaipil2,39,287,0,1
MiradorCapula,561,314,0,1
Madrid_MIA,224,393,2,1
DAVIDCORRALES12,53,173,0,1
GuiSalazar,34,216,0,1
JVLpez,5247,4416,0,3
RAbellaY,3103,408,0,2
CINUBogota,25281,318,1,0
CUCEI_posgrados,228,151,0,1
AndresPinate,286,373,0,1
marcerey,67,95,0,1
carlos250577,21,131,0,1
AndreaMariaReyF,53,20,0,1
UMU,100804,12608,0,5
revistaviajerof,20,117,0,1
trinimora,260,285,0,1
marisa_intriago,431,282,0,1
SylvanitaA,71,129,0,1
MaLaura2412,77,204,0,1
fairtradecolomb,521,206,0,1
LisonRuiz,303,947,0,1
vicentemt3,52,61,0,4
Giselarocco1,21,421,0,1
pepecampostruji,62146,48111,1,1
MichMuschett,1768,494,1,8
gomezgras,1161,100,2,4
AMEXCID,14102,518,3,0
eSeDe,1482,99,0,1
sergallop,33,72,0,1
Beba_Perez,1706,2203,0,1
KariKeosseian,609,368,2,0
WomenMChannel,227,950,0,2
Fremorvi,147,475,0,1
BioradioCo,193,263,0,2
de_juristas,41,102,0,1
Sumaksamya,374,287,0,1
DerandeinFund,194,397,0,1
Andrea73382809,1,54,0,1
JordiCipriano,459,304,0,1
SedesoPue,6079,201,0,1
luisedu_1988,130,589,0,1
SufAlimentaria,1551,1118,0,1
jorgeenquintero,51,139,0,1
eliasmassrie,780,668,0,1
aguas_andinas,330189,20433,1,0
CooperSurSur,560,296,0,1
CDEufv,610,649,2,0
JaisielMS,1258,1068,0,1
jhusukallio,3023,390,0,1
Fundacion_SERES,6900,1503,12,3
cristygil3,163,61,0,2
FundownCaribe,3188,1572,1,0
cnavarroandrino,327,483,0,1
salleSAZgz,998,786,0,1
EKOTONIA,142,208,0,1
Ecosolidario1,3336,2611,0,1
MercedesStorch,48,88,0,3
PresidenteCGCOF,3956,2215,0,1
sergi0conz,497,815,0,1
COESPOqro,4344,2100,1,0
IlescasAndrea,54,353,0,2
emartinest,390,640,1,2
PaulaMedinab,505,493,0,1
SecretariaEc,2140,161,0,1
SmartCityES,6183,3412,0,2
campsmag,194,266,0,1
DGEECpy,1934,618,4,2
SilvaMoyano,7227,1660,0,2
_cadef,571,278,0,1
IAyalaSender,3303,2699,0,14
diaynoche5,1934,4997,0,2
alinaorrico,877,3604,0,1
raumunz,2320,2959,0,1
ChemSpain,938,1139,0,1
TECcampusSLP,5623,60,0,1
carlosjesusd,147,219,1,0
Gaby_mex,297,710,1,2
Catitaidola,293,92,0,3
ucailusiona,143,421,0,1
Martu271213,115,68,0,3
YorleyMedinaMo1,255,1073,0,1
VeruskaHer,3684,4980,0,1
rithaperez,188,403,0,1
ESegoviaWWF,1206,190,1,0
Dantona2,251,604,0,1
Princes82228890,4,120,0,1
juliuslaetus,1819,1288,2,9
robles21susy,12,7,0,1
serret20000,518,4980,0,1
Hanbunmae,16,72,0,1
joancalabuig,5182,2038,0,1
foodbanking,3583,2076,0,1
AeciDdakar,108,42,0,4
SandraSiebertA,750,940,0,2
profefrans,219,222,0,1
redcomovamoscol,3252,597,1,1
Elislabrador,319,595,0,1
RudoMxMx,1082,3708,0,1
Salud_Ec,268196,1023,0,2
MerinoMara,1595,1673,0,2
camiloandres74,362,1105,0,1
RpkCoop,313,599,0,1
RiosLibresAnt,2638,669,0,1
AguilarMaria21,487,1638,0,1
alexandragzpz,144,286,0,1
jcponline,2637,1784,0,1
helenaguitart,210,529,1,0
MTMacias,2164,2291,0,1
DrMarkArellano,10610,2050,1,0
ProgresoMF,578,623,4,1
gilbertovillalp,60,625,0,1
joseangelguio,69,280,0,7
Millennials_SV,113,187,0,1
LJavier7,112,273,0,1
PNUDGuatemala,9356,474,0,1
sofia_orozco,1954,1083,0,1
kayaya19,4647,2729,0,1
carmelabarcia,104,214,0,2
KatherineBarci2,185,207,1,0
isicollados,606,621,0,1
Ciudadpanama500,1829,708,1,0
guano_wilmer,6,8,0,1
JuanCalosoooooo,78,148,0,1
PeltzerEugenia,114,390,0,1
UNFPACuba,348,510,0,1
tazirupekajaro,110,604,0,2
FelizPueblo,65,79,0,1
drrbcn,696,2347,0,2
orspalma,224,19,0,1
altepetl_ac,571,1031,1,0
maitapino,19,44,0,1
Maribelromero57,127,136,0,1
pskumar1895,444,866,0,1
redsomos,3178,2006,0,1
NuriaLBPsycho,153,559,0,2
Yil_yahelh,254,367,0,1
CalvarioArmado,11,32,0,1
RM_Presidencia,1883,299,3,0
josefranciscobn,84,304,0,1
davidortunoo,14,78,0,3
NPerraultUNICEF,393,84,0,2
Dionign83,253,285,1,0
cerebestia,119,283,0,1
RosaMPSalamanca,432,291,0,1
PnudColombia,69551,3094,10,1
angealbe,130,326,0,1
EduardoSaa19,10,37,0,1
elcomendador7,27,69,0,1
ONLBG_Spain,239,712,1,0
Improfit,2976,1315,0,1
horaciomartino,171,288,0,1
Andri_uZ,36,44,0,1
CentroSocialUMU,3729,974,0,5
ErikaRota,240,785,0,1
alex020791,15,111,0,1
gordobot69,36,63,0,1
Equo,94534,1980,0,1
WilderLagares,688,179,0,1
forgender,131,1067,0,1
Raverar81,259,1901,0,1
BibliotecaUPCT,1191,391,0,1
alivillam,339,490,0,2
lelitamartin,712,2150,1,1
pi1068,351,525,0,4
CristianUrreaF,38,101,1,0
Rei75lgns,603,1485,0,1
Knotion,1067,138,1,2
jorgeoarmijo,2930,2450,1,0
marthayvero,813,449,0,3
jesusdiazcampo,1849,402,1,0
vicentepavel13,9,32,0,1
DayaMilenio,95,102,0,1
verobgm,1094,813,1,2
antonio46831670,9,62,0,1
ecobenefactor,2466,3692,0,1
ecohormiga,2891,3961,0,3
kschovelin,373,498,0,1
Esther64664134,62,200,0,1
EmbajadaEspKUW,2071,135,1,0
lalolagitana,548,809,0,1
Lorena_Romera,53,136,1,0
VickyPatsy,155,153,0,1
LaBolsaSocial,3463,771,0,6
Alterconsumismo,3403,1916,1,0
FranGme63219053,183,281,0,1
MMragaKblls,1565,1939,0,1
aaronasenciofer,8023,837,0,1
YanitGabriela,440,579,0,1
ABOGADOSGAUDIA,1540,3197,0,1
caroakosta,297,333,2,0
ivanucogo,36,112,0,1
GracianaXXI,1861,490,0,2
OrlandoRHdz,162,567,0,1
PepetonD,948,355,0,1
ana70400,112,655,0,2
MariaCa611113,65,291,1,0
rrarriazu,975,1449,0,1
MigracionM,1,19,0,2
iramos76,26,112,0,1
GerminalCeuta,2005,2053,0,1
ZOULABOI,1013,787,0,1
kittycarolar,331,1150,0,2
_Opagac,1588,1310,0,1
manuel_rodb,47304,3892,0,8
GuilleGarciaTDF,94,311,0,1
Mr_Razumov,921,866,0,1
VeroAscencio,687,520,0,1
RagostF,354,586,0,2
pilarcaballero2,985,929,0,3
silviaesteverev,41,374,0,1
thinkandaction,2795,2050,0,1
marianalaetitia,16,66,0,1
maristesbdn,1163,115,0,1
MinTrabajoEc,151116,562,0,1
scarranzatovar,722,1502,0,1
AClimatica,1096,712,0,1
katherinefrias,29,92,0,1
israel_dirk,63,234,0,2
arratearrillaga,84,380,0,1
medico_naturist,120,709,0,1
loladiazgb,108,375,4,0
ARLEN654,365,1898,0,3
misevi_es,480,549,0,2
DennysLant,1394,1249,0,1
CDAMAZ,4102,2724,0,2
XtinaGCarrera,1013,1095,0,1
JuanArizaRuiz,200,341,6,0
Maribel55411299,42,333,0,1
secgeneralcba,697,183,5,0
p_garcial,78,168,0,1
PactoMundialMex,3348,866,3,1
Drvaliente,1335,471,0,3
muac_project,65,96,0,1
gregoriomirabal,873,4990,0,1
jrramirezgomez,2808,383,1,1
PtUamX,631,994,0,1
Feique_Prensa,2685,839,2,1
severota,2511,3257,0,1
atorchelo,18,208,0,1
CgcafeAaff,5154,2777,0,1
UNODC_MX,4366,323,2,0
SolLevin,311,366,0,1
IICABolivia,2,7,0,1
74JMM74,84,84,0,1
shbarrado_sonia,10,72,0,1
LBicentenaria,161,1635,0,1
oneidafelizm,1815,2210,0,1
farmamundi,7160,2083,0,1
ing_valdez_roa,572,452,0,2
Lili_RamirezOK,3174,4054,0,1
politologoperu,1296,5001,0,1
gigipovm,1523,1104,0,1
pcohesionsocial,469,562,0,1
Nurisriverol1,97,272,0,1
nestormorales,687,706,0,1
redrunacional,5758,391,1,0
AngelesHerasC,1636,183,2,1
nuria1362,1378,1322,0,1
URJConline,4848,1205,1,0
ReporteYa,628105,88903,1,0
aromero_INFO,528,172,1,1
Anna_Riverart,122,218,0,3
MariannyLedez1,4,103,0,1
RedCalle_AL,438,664,3,4
eticentre,359,401,0,1
revive3_0,270,599,0,1
Guiller09326887,4,31,0,1
ArturoGuarin,390,287,0,1
psacera,5650,5112,0,1
ceesaragon,1040,379,0,1
EComparte,5,112,0,1
DalencePierola,674,1304,0,1
LimpiaMijas,70,102,0,1
valedeurraza,36,220,0,1
97mariapaulaps,38,257,1,0
almartinezperez,882,770,0,1
maiguaramona,629,1095,0,1
fertorresr1,150,152,0,1
manekylozano,414,1751,0,2
TecnohoyMundo,1731,332,0,1
llampe68,301,700,0,1
MMarinPsicologa,32,132,0,1
_AndresIdarraga,5,4,0,1
AleVerdierONU,148,124,0,1
ArturoReyart,102,212,0,1
apv_valladolid,4122,1192,4,2
esteban11551957,17,35,0,1
aguaseguraec,9,108,8,2
Pepenavarretetu,3563,4999,0,3
MinAcuaPescaEc,5110,454,0,1
mpretamosa,824,1271,0,1
Boales_de_pro,120,211,0,1
SFigueroaTec,259,194,1,4
osur_observa,244,311,1,0
PactoGlobalEcua,8147,550,15,2
vidaliusvitalis,131,165,0,1
rsforo,600,574,0,1
efeminista_efe,3287,7,1,0
StakeholdersRS,4102,1392,0,1
aronahtraore,3373,2709,0,1
JesseLuGu,29,405,0,1
dgcd_RREE,259,372,1,0
jaime_delbarrio,6326,5176,0,1
BarbaraFuenttes,2757,4161,0,2
guillerminasogo,5768,5143,1,2
zibersanti,2054,2269,0,2
MAEChimborazo,2366,588,0,1
isamoll3,144,161,0,2
sala_ferran,109,413,0,1
rhortam,441,1873,0,3
martinbosque1,275,998,0,1
TxemaAlmela,2817,1296,0,1
jbcelaya,122,217,0,1
UDC_gal,31549,371,0,1
PatIrlanda,1018,2004,0,2
NLagroEspana,909,406,1,0
EducacionAN,2767,974,1,0
estudiante23,1324,2186,0,1
jaconstanza,17,48,0,1
josecalderonpaj,274,204,0,1
Javier00407745,48,1172,0,1
lucarenda,2404,749,0,1
ngarcrem,68,276,0,1
EqHuellaCmontes,301,554,0,1
ColegioHerma,341,199,2,0
anidayupari,53,167,0,2
32alvarogarcia,13461,362,0,7
LuGomR89,322,677,0,1
EdelmiraColma,131,237,0,1
Silvia_Orrego,1468,2409,0,2
theeliasfarias,18,145,0,1
mayyoluz,975,3595,0,1
mendonia69,285,813,0,2
IsabelStMalo,82590,1019,2,0
FrancescCaball4,13,2,0,1
CruzRojaProvTfe,9544,704,6,0
LATU_uy,1394,118,1,0
CasaAsamblea,11,39,0,1
syltec,275,291,1,0
conchicho,770,685,0,1
chalonsin,330,250,0,5
AntonioBlancoTW,237,363,0,1
CarolinaBauMar,178,316,0,1
AFCurrea,170,264,0,1
Mlopezvi,282,384,0,2
gggimex,507,359,1,0
anamarialaya1,1182,2478,0,4
tabares489,155,183,0,1
jamorenod,1409,785,0,1
institutomora,22994,817,0,1
AngelesFersamar,293,1094,0,2
AuciUruguay,2110,712,1,3
OperadorNuclear,16489,681,0,1
tynocows,6494,6160,0,1
e_kastiyo,709,267,0,1
mrsnorris,1259,1236,0,2
manuelborobio,524,284,1,0
AlfredoAzueroH,129,166,1,0
MabelGomezMCol,72,250,0,1
MartaCasao,105,133,0,1
cecimataro,40,134,0,1
CarlitosM1802,128,60,0,3
ManuelGuedan,548,628,0,1
frtunez,215,139,0,1
AnnaForcano,16,50,0,1
macarmonamx,12,95,0,1
ADRAbogadosVA,44,209,0,1
fer_eco,403,1033,0,2
zcapitanb,702,775,0,1
CCDCalpe,506,227,0,1
CEIGRAM,2756,1588,2,2
emmanuelzl0718,85,229,0,1
PobrezaUbana,28,116,0,1
CONADIS_MX,8448,678,1,0
MGG_2012,2457,4431,0,8
analowenberg,280,795,0,2
CooperacionAND,1884,610,5,4
ICA_Zamora,2029,139,0,1
IHidalgoCasaus,307,275,0,1
evahmf,967,2865,0,1
CIRIEC_Esp,1957,936,0,4
cuardiacm,92,200,0,1
Salvadorfd65,214,829,0,1
omarjCO,216,463,0,1
duvides,810,949,0,3
oibescoop,152,72,1,0
AbiertaEDU,8659,2542,0,1
mqafrenesi,313,364,0,1
almu_hs,813,360,0,1
CMLbrinzal17,130,98,0,5
JotaMurilloS,111,584,0,1
ecocivitas,18,132,0,1
karennoemendez,72,163,0,1
cooperativasenr,1359,322,0,1
GAdvoca,136,459,0,1
Aebanca,780,408,1,0
FEAEeducacion,250,185,0,1
TSUnirioja,823,886,1,0
Oriol_Lazaro,623,514,0,2
AlejandroMaarq,136,630,1,0
mscastaner,168,140,0,1
OVJNU,1981,1278,0,1
Bernalbeetar11,26,23,0,1
fssccoo,4022,3326,0,1
Desiderio2015,3392,3432,0,3
MClusumpuko,3,9,0,2
EncarnaRivero,2719,1014,1,0
EstsanchezUCM,169,766,1,0
EmbEspMex,5898,84,0,2
ComprasRD,19833,2440,1,0
mxispa,243,298,0,4
auroratmo,54,166,0,1
TransparenciaSV,32811,579,0,1
scarRomano,1601,585,0,1
rubencarricondo,363,1747,0,1
bbvaam_es,1552,224,0,2
CHanderafa,94,385,1,0
C_gutierrez_,59,113,0,1
MathiEscotto,145,467,0,2
pablomartin78,1809,2725,0,1
isladeaves22,249,464,0,1
DaveFutebol,1327,3121,0,1
MarielaMendezEC,1129,3675,0,1
mariantoniaram2,138,234,0,1
SDGChangemakers,2300,199,0,3
dorisprensa,2006,5000,0,2
ChechuFalcon,919,429,1,0
luisrodevia,9731,9595,0,1
javaca88,253,747,0,1
Rubbycotrina,50,349,0,1
falvarezcano,7145,4501,1,0
Solara_io,810,2715,0,1
avdocente,641,112,1,0
Matico50157388,7,138,0,1
TobonReyes,458,2409,0,2
adriseminario,413,747,0,1
ItsLTSS,167,299,0,1
aimeevegam,1221,304,0,1
todooaxacaradio,7012,991,0,2
BelkisJimenez,1363,1383,0,2
SoNnY_621,175,211,0,1
Social_Skin_,376,34,0,1
IIBCE,1729,1227,2,0
CDIApy,2189,1379,0,1
micaela3o12,233,606,0,1
NInclusivos,1333,216,0,1
silgangel,318,493,0,1
mhussyk,274,547,0,1
DAVIDcllm,133,173,0,1
MariJoPar,319,443,0,1
RedCuencas,1437,1260,2,2
ACCIMMYT,6301,1619,1,0
AMLONEWS,1648,96,0,1
NuevoHoriz0nte,604,612,0,1
macarenip,477,322,0,2
ernestortegalh,1023,912,0,1
barriousera,361,431,0,3
Naty_Riquelme,82,338,0,1
clycme,785,1266,2,0
andrea_martin77,3,77,0,1
JorgeGomezOrtiz,1831,2202,0,1
anderecano,1652,1657,0,1
acercandonacion,1462,3446,1,0
aaterocigalat,39,134,1,0
AgustnMartnez1,952,1757,0,1
SocEntLive,8314,274,0,2
angelaramallo,154,217,0,1
ortegadelara,554,1236,0,1
LuisIus82,1080,1924,0,2
ADELANTE_UE_ALC,437,234,13,2
jul_honorato,170,693,1,0
JorgeVa24590323,27,245,0,1
info_Batalla,129,74,0,1
poderamazonico,23,26,1,0
GFortique,23,380,0,1
joaquingarcia07,227,332,0,1
PROGRESANSICA,432,573,0,1
CynthiaCor26,104,210,0,1
Stolae,9144,9096,0,1
NatCurrea,1746,2628,0,3
verdesenred,2740,2686,0,1
Keidy_Coca,350,545,0,1
victorlunap,930,860,1,0
valeduran,5333,3896,1,0
raulsinobas,1442,202,0,1
A_Simooo,678,1113,0,2
AgusPiedrabuena,4160,4128,0,1
MonicaMacias_MU,1,16,1,2
AlfMarquez1,44,235,0,1
MAESantaElena,2794,98,0,1
fcontrerashaye,5086,2800,1,0
imapanama,13813,312,0,1
DuvernayCesar,980,172,0,1
LezcanoMeg,31,98,0,1
LuisaFemoga,76,259,0,1
Leohernandez_,2114,1482,1,4
bjuez,283,738,2,2
FCSHEspol,5974,194,1,0
isanpico,748,1062,0,1
FundacionIEG,703,2138,1,0
MonikMaria,283,511,0,1
invest_ewisely,38,121,1,0
Roger95283316,17,40,0,1
marcelocoronels,111,736,0,1
SusanaGerszenz2,80,245,0,1
NZinMexico,1137,310,1,0
RaquelPVeloso,1769,1810,0,2
mgavironda,1079,2840,0,1
isabel58557283,5,65,0,1
econsentidos,235,334,0,1
Paulina48378256,41,506,0,1
pazfdevera,1921,780,1,1
magmax9,368,301,0,1
SubGobHuelva,1500,436,0,1
fEClatam,1530,559,0,2
DioufLuc,1001,182,0,1
CayetanaSanta,185,179,0,1
lucia_agarcia,482,295,0,1
MagdaRaudales,45,43,0,2
toniescobar62,120,223,0,1
LCPJorgeGarcia,287,856,0,1
saludsexcultura,1359,1315,1,0
Sociali17641882,1589,1628,0,1
ZapataJuanF,123,366,0,1
IFLA_LibraryMap,810,159,1,0
IEU_UN,2569,755,1,0
danimberg,2796,4028,1,0
riomasnoa,1083,1187,0,10
OFrancoTorres,3636,275,0,2
PARAGUANERA01,671,1938,0,1
OviedoFidel,8380,3271,0,1
PilarMoltoVerdu,93,30,0,1
SergioG_V,103,89,0,1
ConsuladoEspHK,1144,325,0,1
martinezvares,800,835,1,0
MoralesMtnez,194,639,0,2
jmalgora,253,633,0,1
Xonxagg,154,333,1,0
Gissellacrd,167,533,0,1
Udalsarea2030,1155,722,2,0
RosyEscobedoV,61,143,0,3
Cercania_con,32,135,1,0
TrollRater,469,360,0,1
victoria_ley,1110,1837,0,1
MoNiCaFoReRoB,475,1178,0,2
juanplatin,187,1250,0,1
pacoperezbes,8818,3003,0,1
assisbastida,41,59,0,2
EdmundoMolinaMx,309,501,0,3
PernasPaz,558,5000,0,1
christian_8a_01,25,75,0,1
jimenez_gema,484,1402,0,3
AdrinBorquez1,36,108,0,6
anaschwarz,17236,6784,0,3
EsperanzaREMAX,1031,2117,0,1
miguelrosalesmt,1019,1531,1,0
GobernadoresAMX,3441,4380,0,1
ReginaLaguna,1855,1462,0,1
alzaimer7,887,562,0,3
AgustiFdeLosada,554,203,0,1
Value_school,8946,575,0,1
macusmiguens,648,792,0,1
soniapillado70,2847,1538,0,1
UNFPAColombia,3430,595,4,0
itdupm,2121,1308,4,8
innpactia,1612,1392,0,1
arrieta_lili,1283,148,0,1
Varmond_School,362,72,0,1
nelson_daza,40,47,0,1
FabiolaOPerales,912,1276,0,1
mentamai,433,907,1,0
ampar_mes,177,107,0,1
PSOEC,2485,854,0,1
rodrigopizarrol,136,215,0,1
ComiteCitricoCL,235,223,0,1
ritacpinas,41,449,0,1
alberto_ahermel,25,39,0,1
diegoediel,46,342,0,1
BMerinoV,1047,1494,0,1
GLS_Spain,7544,550,0,2
DNP_Colombia,189029,1230,6,5
esAsemac,1016,624,0,1
Chachis95667931,9,201,0,1
DelisHerasme,7805,564,0,1
Claudia_0791,203,129,0,3
incatema,544,1460,15,0
popimelo,521,424,0,2
JuanAleSaavedra,360,1046,0,1
africamarta1,8,61,0,1
LolaCasal_,190,820,1,0
TEOCALLIDEMEXIC,63,105,0,1
El_Oriente,2928,3493,4,3
MonoPlenco,59,339,0,1
AlcaldesMexico,45679,23411,3,0
drabdiel,663,394,0,1
MapiMunozMunoz,1261,596,0,1
MaviZingoni,626,430,0,1
jgrex86,647,3620,0,1
cabrallaura,71,233,0,2
feducaydesarrol,852,5002,0,1
MareaTaronjaVng,298,354,0,1
FAOEcuador,6804,1110,1,3
jhomba1979,213,861,0,1
solbuenaf,74,70,0,1
fundacion_sese,1473,4065,0,1
iberoame,3662,327,0,1
Geneve3016,291,4854,0,1
CRPinoso,31,56,1,1
SMNARANCOAV,688,409,0,1
carolinamb991,248,662,0,1
gonzaloLadoA,1432,576,0,3
migue_lothar,90,313,0,1
Engelfreites,290,124,0,1
davidardila31,358,731,0,1
cabrera_boza,82,172,0,1
isabelzl,264,288,0,1
kittyCharriere,586,523,1,1
pactocolombia,10209,2434,7,0
Bernard80877262,14,319,0,2
danielcozzi1,314,444,0,2
TECcampusGDL,12096,2449,0,1
EducAutor,1853,793,0,1
Closefunding,2226,1877,1,0
MAEMarinaEc,4444,628,0,1
CANAHUINicho,150,377,0,1
LiliCanaves,136,936,0,1
